Centre d'archives;Scripteur;Scripteur - complet;Destinataire;Fonction du scripteur;Spécialité;Spécialité - généraliste;Nombre de lettres;Date A;Date B;Format;Sujet(s);Œuvres citées;Personnes citées;Contexte relationnel;Cote Archives;Identifiant personnel;Notes archiviste;Papier à en-tête;Revue;Lieu
IMEC;G. Vitaly;Georges Vitaly (1917-2007);;Probable Georges Vitaly, comédien, auteur et metteur en scène de théâtre;Femme/Homme de théâtre;Littérature;1;1955;;;;;;;DVG2.C07;;;Théâtre La Bruyère;;
IMEC;G… Au… ?;;;;Inconnu;Inconnu;1;1957;;;;;;;DVG2.C01;;;;;
IMEC;Gabrielle Hayat;;;;Editeur/Editrice;Edition;1;1974;;;;;;;DVG2.C04;;;PUF;;
IMEC;Gaëtan Picon;;;Critique d'art et historien de l'art;Historien de l'art;Histoire;1;19.;;;;;;;DVG2.C06;;;;;
IMEC;Galbea (?);;;;Inconnu;Inconnu;1;19…;;;;;;;DVG2.C03;;;ORTF;;
IMEC;Gao Hucheng;;;Sociologue qui fit ses études à Paris VII  auprès de Jean Duvignaud (son directeur de thèse). Aujourd'hui Ministre du Commerce chinois;Sociologue;Sociologie - anthropologie;6;1988;1997;;;;;;DVG2.C04;;"Et une carte de vœux + 3 cartes de visite.
PJ : 2 exemplaires de la lettre du 3 mai 1988";;;
IMEC;Gaston Defferre;;;Resistant, homme politique, ancien maire de Marseille;Politicien-ne;Politique;1;1966;;;;;;;DVG2.C02;;en-tête : Ville de Marseille, Le Maire;Ville de Marseille, Le Maire;;
IMEC;Gaston Gallimard;;;éditeur;Editeur/Editrice;Edition;4;1949;;;;;;;DVG2.C03;;Voir aussi en Gestion de l'Oeuvre (DVG2.R01.14);Gallimard;;
IMEC;Gch (?);;;;Inconnu;Inconnu;1;1974;;;;;;;DVG2.C03;;;;;
IMEC;Geneviève Brinquis;;;;Inconnu;Inconnu;1;1933;;;;;;;DVG2.C01;;;;;
IMEC;Geneviève Ladouès;;;Productrice radiophonique;Femme/Homme de radio;Radio;2;1983;;;;;;;DVG2.C06;;Radio France;;;
IMEC;George Buchanan;;;;Inconnu;Inconnu;2;1968;;;;;;;DVG2.C01;;;;;
IMEC;Georges;;;Peut-être Georges Lambrichs, directeur de la NRF de 1977 à 1987;Editeur/Editrice;Edition;5;19…;;;;;;;DVG2.C03;;;NRF;NRF;
IMEC;Georges B;;;pê Balandier;Inconnu;Inconnu;2;1953;1954;;;;;;DVG2.C01;;;;;
IMEC;Georges Balandier;;;Sociologue;Anthropologue;Sociologie - anthropologie;7;1963;1998;;;;;;DVG2.C01;;;;;
Archives municipales de La Rochelle;Georges Balandier;;;Anthropologue spécialiste de l'Afrique;Anthropologue;Sociologie - anthropologie;1;1982;;;Le favori du désir;;;;10Z 1 (3);;;;;
Domicile;Georges Balandier et Michel Wieviorka;;;Directeurs des Cahiers internationaux de sociologie;Sociologue;Sociologie - anthropologie;1;1995;;;A propos des Cahiers Internationaux de Sociologie;;;;;;;Cahiers Internationaux de Sociologie;Cahiers Internationaux de sociologie;
IMEC;Georges Couffignal;;;Politologue;Politologue;Théoricien de l'art/théâtre/littérature/architecture;1;1985;;;;;;;DVG2.C07;;;Institut Français d'Amérique Latine;;
IMEC;Georges Couffinal;;;Politologue, et à l'époque directeur de l'Institut français d'Amérique latine à Mexico;Universitaire;Administration  - gestion;1;1982;;;;;;;DVG2.C02;;en-tête : Ambassade de France au Mexique;Ambassade de France au Mexique;;
IMEC;Georges Duby;;;Historien;Historien;Histoire;2;1973;;;;;;;DVG2.C02;;;Collège de France;;
IMEC;Georges Friedmann;;;Sociologue;Sociologue;Sociologie - anthropologie;5;1956;1971;;;;;;DVG2.C03;;PJ : Copie de lettre de Friedmann adressée à Françoise Giroud, ‘‘L'Express’‘, 1958;;;
IMEC;Georges Gurvitch;Georges Gurvitch (1894-1965;;Sociologue;Sociologue;Sociologie - anthropologie;58;1954;1965;;;;;Université;DVG2.C03;;"PJ : 1/ Coupure de presse, article de J.D. à l'occasion de la mort de Gurvitch (Le Monde du 14
décembre 1965)
2/ liste ‘‘Candidatures présentées à la date de ce jour’‘
Voir d'autres lettres en DVG2.F06-03, et textes en Archives éditoriales DVG2.E02-01.01 à 03
Dans une chemise rouge ""Georges Gurvitch""";;;
Archives municipales de La Rochelle;"Georges Gurvitch au Doyen Delsartre Directeur de la Maison Franco-Japonaise ; à Jean Duvignaud ; au Doyen de l'Université";;;"En tant que Président de l'Association Internationale des Sociologues de langue française ; en tant que professeur et directeur de thèse de Jean Duvignaud";Sociologue;Sociologie - anthropologie;4;1963;1964;;"Participation de Jean Duvignaud au congrès de Kagoshima ; Thèse de Jean Duvignaud (corrections) ; Thèse complémentaire de Jean Duvignaud (Esquisse d'une sociologie du comédien)";;;Université;10Z 65 (4);;Dans les lettres de G. G. on a des éléments importants pour comprendre la carrière universitaire de J. D. Mais également sur sa thèse. ;;;Paris
IMEC;Georges Lannel;;;;Inconnu;Inconnu;1;1985;;;;;;;DVG2.C05;;;Académie du Languedoc;;
IMEC;Georges Leminier;;;Critique dramatique, enseignant;Théoricien du théâtre;Théoricien de l'art/théâtre/littérature/architecture;1;1954;;;;;;;DVG2.C05;;;Alliance Française;;
IMEC;Georges Lisonski (plus probable Lisowski);;;Ou Jerzy Lisowski. Traducteur du polonais;Traducteur.rice;Traduction;1;1957;;;;;;;DVG2.C05;;;;;
IMEC;Georges Neveux;;;Dramaturge, scénariste et dialoguiste;Femme/Homme de théâtre;Littérature;2;1954;1955;;;;;;DVG2.C06;;;;;
Archives municipales de La Rochelle;Georges Neveux;;;Dramaturge et scénariste;Dramaturge;Théâtre;1;1971;;;L'Empire du milieu;;;;10Z 1 (3);;;;;
IMEC;Georges Perec;;;Ecrivain;Ecrivain(e);Littérature;3;159;;;1959;;;;DVG2.N04-07.01;;PJ : Demande d'inscription de Perec en licence de sociologie (1 f. photoc. dactyl.) + une lettre à Denöel (1f. photoc. dactyl., 1973);;;
IMEC;Georges Poulot;;;Poète, écrivain et acteur de théâtre;Ecrivain(e);Littérature;1;19.;;;;;;;DVG2.C06;;;;;
IMEC;Georges Ricrà;;;;Inconnu;Inconnu;1;1979;;;;;;;DVG2.C06;;;Université de Perpignan;;
IMEC;Georges Soria;;;Journaliste, historien et dramaturge, directeur de l'Agence Littéraire et Artistique Parisienne;Gestion des droits;Droit;1;1955;;;;;;;DVG2.C07;;;Agence Littéraire et Artistique Parisienne;;
IMEC;Gérard Antoine;;;Philologue et grammairien, recteur de l'académie d'Orléans;Universitaire;Administration  - gestion;2;1964;1967;;;;;;DVG2.C01;;et une carte de visite;;;
IMEC;Gérard de Sède;;;Ecrivain et auteur en pseudo-histoire;Ecrivain(e);Littérature;1;1956;;;;;;;DVG2.C07;;;;;
IMEC;Gérard Faroux;;;;Inconnu;Inconnu;1;1976;;;;;;;DVG2.C03;;;Consulat Général de France à Récife;;
Archives municipales de La Rochelle;Gérard Imbert;;;Directeur de l'Institut français de Madrid;Responsable culturel;Culture et diplomatie;3;1990;;;"Conférence à l'Institut à l'occasion de la publication en espagnol d'""Hérésie et subversion"".";;;;10Z 65 (4);;;;;Madrid
IMEC;Gérard Mourgue;;;Ecrivain, poète, directeur de librairies, homme de radio, critique littéraire;Femme/Homme de lettres;Littérature;1;1954;;;;;;;DVG2.C05;;PJ : ‘‘Le Piège’‘, compte-rendu du livre de J. Duvignaud;;;
Archives municipales de La Rochelle;Gérard Wibin;;;;Inconnu;Inconnu;1;1981;;;Questions pour orienter un travail d'étude sur l'habitat des marocains nés en Europe de la 2nde génération;;;;10Z 65 (4);;;;;
Archives municipales de La Rochelle;Gerardo estrada Rodriguez;;;Directeur général de diffusion culturelle;Responsable culturel;Culture et diplomatie;2;1980;;;Conférence à Mexico;;;;10Z 65 (4);;;;;Mexico
IMEC;Giacomo Artum (?);;;;Inconnu;Inconnu;2;1949;1951;;;;;;DVG2.C01;;;;;
IMEC;Giannandrea Piccioli;;;Directeur éditorial de Garzanti;Editeur/Editrice;Edition;1;1975;;;;;;;DVG2.C06;;;Aldo Garzanti Editore;;
IMEC;Gilbert Cabame (?);;;;Inconnu;Inconnu;2;1999;;;;;;;DVG2.C02;;;;;
IMEC;Gilberte;;;;;Inconnu;8;1973;1995;;;;;;DVG2.C03;;;;;
IMEC;Gilberto Freyre;;;ethnologue brésilen;Ethnologue;Sociologie - anthropologie;1;19…;;;;;;;DVG2.C03;;Voir aussi en Manuscrits (DVG2.A11-21 et DVG2.A10-09);Companhia Editora de Pernambuco;;
IMEC;Gilles Quinsat;;;Ecrivain et responsable d'édition chez Universalis;Editeur/Editrice;Edition;2;1986;1994;;;;;;DVG2.C06;;PJ : Extrait de l'Encyclopédie avec l'article de J. Duvignaud, ‘‘Théâtre et société’‘;;;
IMEC;Gle (?);;;;Inconnu;Inconnu;1;1953;;;;;;;DVG2.C03;;;;;
IMEC;Gonzague St Bris;;;Ecrivain et journaliste;Ecrivain(e);Littérature;2;19…;;;;;;;DVG2.C01;;;;;
IMEC;Gottfried Eisermann;;;Economiste;Economiste;Economie;1;1977;;;;;;;DVG2.C03;;;Institut Für Soziologie Der Universität Bonn;;
IMEC;Gredell (?);;;;Inconnu;Inconnu;1;1985;;;;;;;DVG2.C03;;;L'Ane;;
IMEC;Guy;;;;Inconnu;Inconnu;2;;;;;;;;DVG2.C03;;;Librairie Plon et Paris Match;;
IMEC;Guy Bordes;;;Possible : professeur de lettres, acteur de théâtre amateur;Professeur du secondaire;Enseignant du secondaire;2;1997;1998;;;;;;DVG2.C01;;;;;
IMEC;Guy de Bosschère;;;Ecrivain et journaliste Belge, tiers-mondiste;Journaliste-écrivain;Journalisme;1;1991;;;;;;;DVG2.C01;;;;;
IMEC;Guy de Frondeville;;;Ingénieur et archéologue, plongeur amateur;Historien;Histoire;1;1974;;;;;;;DVG2.C03;;;;;
IMEC;Guy Dumur;;;Ecrivain, critique littéraire et de théâtre;Critique littéraire;Littérature;2;19…;;;;;;;DVG2.C02;;;Nouvel Observateur;Nouvel Observateur;
IMEC;Guy Georges;;;Professeur, militant syndicaliste, Secrétaire général du Syndicat National des Instituteurs et Professeurs de Collège de 1976 à 1983;Professeur du secondaire;Enseignant du secondaire;1;1983;;;;;;;DVG2.C03;;"""Archives Scarabée International""";Syndicat National des Instituteurs et Professeurs de Collège;Scarabée International;
IMEC;Guy Martinière;;;Historien;Historien;Histoire;3;1997;1998;;;;;;DVG2.C05;;PJ : Procès-verbal du conseil de gestion de la flash du jeudi 25 septembre 1997;Université de La Rochelle;;
IMEC;Guy Rotou;;;;Inconnu;Inconnu;2;1990;1995;;;;;;DVG2.C06;;;;;
IMEC;Guy Tellene;;;Haut fonctionnaire et écrivain;Haut fonctionnaire;Culture et diplomatie;1;1941;;;;;;;DVG2.C07;;;;;
IMEC;H (?);;;;Inconnu;Inconnu;2;1965;1968;;;;;;DVG2.C04;;"Lettre de 1968 dans une chemise rose ""Chebika, dossier de presse""";;;
IMEC;H (?);;;;Inconnu;Inconnu;1;19…;;;;;;;DVG2.C04;;;;;
IMEC;H.;;;;Inconnu;Inconnu;1;1943;;;;;;;DVG2.C04;;;;;
IMEC;H. Arlesin;;;;Inconnu;Inconnu;1;1983;;;;;;;DVG2.C01;;;;;
Archives municipales de La Rochelle;H. de Montera;;;Ambassade de France au Portugal, Service culturel, scientifique et de coopération technique;Responsable culturel;Culture et diplomatie;3;1976;;;Conférences au Portugal;;;;10Z 65 (4);;;;;Lisbonne
IMEC;Haïk de Haroutiounian;;;Traducteur arménien;Traducteur.rice;Traduction;1;1973;;;;;;;DVG2.C04;;;;;
Archives municipales de La Rochelle;Hamed Limayem Meddeb;;;Association Islam et Monde Arabe (Lille);Responsable culturel;Culture et diplomatie;2;1991;;;Réédition de Chebika - demande d'exemplaires;;;;10Z 1 (3);;2 lettres pour demander des livres;Islam et Monde arabe, Association Culturelle;;Lille
IMEC;Harry Mathews;;;Ecrivain américain et membre de l'Oulipo;Ecrivain(e);Littérature;1;1993;;;;;;;DVG2.N04-07.03;;La lettre fait partie du dossier de correspondance sur Perec et ‘‘La Cicatrice’‘ et se trouve dans le dossier Perec;;;
IMEC;Haut-Comissariat de la République Française En Allemagne;;;;Politicien-ne;Politique;1;1953;;;;;;;DVG2.C04;;;;;
IMEC;Hayatta;;;;Inconnu;Inconnu;1;1970;;;;;;;DVG2.C04;;;;;
IMEC;Hector Bianciotti;;;Acteur, journaliste et écrivain franco-argentin. Membre de l'Académie Française;Journaliste-écrivain;Journalisme;1;19…;;;;;;;DVG2.C01;;;;;
IMEC;Hélèn (?);;;;;Inconnu;12;19…;;;;;;;DVG2.C04;;;;;
IMEC;Hélion;;;;Inconnu;Inconnu;2;1970;;;;;;;DVG2.C04;;;;;
Archives municipales de La Rochelle;Henri Brisac;;;;Inconnu;Inconnu;1;1971;;;L'Empire du milieu;;;;10Z 1 (3);;;;;
IMEC;Henri Calsens (?);;;;Inconnu;Inconnu;1;1973;;;;;;;DVG2.C02;;Dossier Cause Commune;;Cause Commune;
IMEC;Henri Gouhier;;;Philosophe, historien de la philosophie et critique dramatique;Philosophe;Philosophie;4;1965;1967;;;;;;DVG2.C03;;;Faculté des Lettres et Sciences Humaines;;
IMEC;Henri Guillemin;;;;Inconnu;Inconnu;1;1960;;;;;;;DVG2.C03;;;Ambassade de France à Berne;;
IMEC;Henri Ifaul (?);;;;Inconnu;Inconnu;1;1944;;;;;;;DVG2.C04;;"""Les amis des mauvais jours""";;;
IMEC;Henri Lefebvre;;;philosophe et sociologue français;Philosophe;Philosophie;13;1957;1983;;;;;;DVG2.C05;;"PJ : 1/ Lefebvre à Nantet : double de la lettre envoyée + 1 lett. dont la signature est illisible.
2/ Faire-part de la mort de Lefebvre
""Les amis des mauvais jours""";;;
Archives municipales de La Rochelle;Henri Lefebvre;;;;Sociologue;Sociologie - anthropologie;1;1964;;;"Edition de ""L'exclu…"" chez Gallimard ; Séjour prochain à Tunis de HL";;;;10Z 65 (4);;;;;
IMEC;Henri Pifany (?);;;;Inconnu;Inconnu;1;1943;;;;;;;DVG2.C06;;;;;
IMEC;Henri Queffelec;;;Romancier et scénariste;Ecrivain(e);Littérature;1;19.;;;;;;;DVG2.C06;;;;;
IMEC;Henry Goüin;;;Mécène, président-fondateur de la Fondation Royaumont, première fondation privée à but culturel en France;Responsable culturel;Culture et diplomatie;1;19…;;;;;;;DVG2.C03;;;;;
IMEC;Herbert Nette (?);Herber Nette (1902-1994);;Ecrivain et éditeur allemand;Editeur/Editrice;Edition;1;1954;;;;;;;DVG2.C06;;"L'auteur fat réference à Duvignaud dans sa lettre (paragraphe entouré en rouge) ;";Eugen Diederichs Verlag;;
IMEC;Hervé Fischer;;;Philosophe, artiste, sociologue, écrivain;Philosophe;Philosophie;1;1966;;;;;;;DVG2.C03;;;Union des Jeunes pour le Progrès;;
IMEC;HG. Cingria;;;;Inconnu;Inconnu;1;19…;;;;;;;DVG2.C02;;;;;
IMEC;Hincke;;;;Inconnu;Inconnu;4;1943;1945;;;;;;DVG2.C04;;;;;
IMEC;Hocine Aïb Ahrab;;;;Inconnu;Inconnu;1;1992;;;;;;;DVG2.C01;;;;;
IMEC;Holly Jean-Marie;;;;Inconnu;Inconnu;1;19…;;;;;;;DVG2.C04;;;;;
Domicile;Hubert Nyssen;;;Ecrivain, fondateur des éditions Actes Sud;Editeur/Editrice;Edition;1;1998;;;"Remerciement pour le ""Pandémonium""";"J. Duvignaud, Le Pandémonium du présent, idées sages, idées folles. Terre Humaine, Plon, 1998 ; 
L'oubli ou la chute des corps, Actes Sud, 1995";;;;;;Actes Sud;;
IMEC;Hubert Nyssen;;;Ecrivain, fondateur des éditions Actes Sud;Editeur/Editrice;Edition;1;1990;1996;;;;;;DVG2.C06;;"PJ : 1/ Nyssen à Jean-Paul Pilotaz : copie de lettre (1 f. photoc; ms., 1997)
2/ Nyssen à Dan Franck : 1 lettre (1 f. dactyl. + ms., 1997)
3/ Service éditorial d'Actes Sud à Yoon Jung Sun : copie de lettre (1 f. photoc.
dactyl., 1995)";;;
IMEC;Hyacinthe de Montera;Hyacinthe de Montera (1876-1966);;Résistant et maire de Bastia;Politicien-ne;Politique;1;1971;;;;;;;DVG2.C05;;;Agence de Coopération Culturelle et Technique;;
IMEC;I. Jacques;;;;Inconnu;Inconnu;1;1995;;;;;;;DVG2.C04;;;;;
IMEC;I…(?);;;;Inconnu;Inconnu;1;1981;;;;;;;DVG2.C04;;Dans le dossier Scarabée International;;Scarabée International;
Domicile;Idelette Muzart;;;;Inconnu;Inconnu;1;1996;;;"Livre d'I. Muzart préfacé par Jean Duvignaud ; décès de F. Mitterrand ; Centre d'études sur le Brésil créé par Mme Muzart et Mme de Queiro Mattoso ; organisation d'un colloque sur les imaginaires brésiliens";;"Mme Queiros Matoso ; François Mitterand";;;;"Carte avec illustration représentant une fable ""La chat, la Belette et le petit Lapin""";;;
IMEC;Idellete M. Fonseca dos Santos;;;Enseignante chercheure études lusophones;Professeur de littérature;Littérature;1;1994;;;;;;;DVG2.C03;;;;;
Archives municipales de La Rochelle;Inoussa Ousseini;;;Doctorant, élève de Jean Duvignaud. Cinéaste, sociologue, ancien ministre et ambassadeur du Niger à l’Unesco;Diplomate;Culture et diplomatie;1;1983;;;Thèse d'Inoussa Ousseini;;;;10Z 65 (4);;;;;3 Rue des Tanneurs, 37000 Tours
IMEC;Institut D'humanités de Barcelona;;;;Association/Fondation;Culture et diplomatie;3;1989;1991;;;;;;DVG2.C04;;;Institut d'Humanitats de Barcelona;;
Archives municipales de La Rochelle;Internationale des Fouteurs de Merde (IFM);;;Probable étudiants de la Sorbonne;Inconnu;Inconnu;1;1996;;;"Libelle dactilographié intitulé ""Elements de Lysifolie générale""";;;;10Z 65 (4);;;;;
IMEC;Irena Wojnar;;;Théoricienne de la pédagogie, polonaise;Universitaire;Administration  - gestion;1;1971;;;;;;;DVG2.C07;;;;;
IMEC;Isabelle de Courtivron;;;Ecrivaine, artiste, universitaire;Universitaire-écrivain;Administration  - gestion;5;1988;1992;;;;;;DVG2.C02;;en-tête : Massachusetts Institute of Technology; Massachusetts Institute of Technology;;
IMEC;Isidore Isou;;;Poète et écrivain franco-roumain, il a également investit le champ des sciences sociales et des sciences dures;Femme/Homme de lettres;Littérature;2;1972;1973;;;;;;DVG2.C04;;;;;
IMEC;Italo Siciliano;;;;Inconnu;Inconnu;2;1951;;;;;;;DVG2.C07;;;Instituto Universitario de Venezia;;
IMEC;Ivo Tonet & Iessa Sérgio;;;"Ivo Tonet : philosophe et universiaire brésilien, spécialiste du marxisme et des socialismes.
Iessa Sérgio : ?";Philosophe;Philosophie;1;1993;;;;;;;DVG2.C07;;;;;
IMEC;Ize… (?);;;;Inconnu;Inconnu;1;19…;;;;;;;DVG2.C04;;;;;
IMEC;J. Bruno;;;;Inconnu;Inconnu;3;1945;;;;;;;DVG2.C01;;Dans une chemise ayant la notation ‘‘les amis des mauvais jours’‘;;;
IMEC;J. C. Guillebaud;;;Journaliste, écrivain et scénariste;Journaliste-écrivain;Journalisme;1;19…;;;;;;;DVG2.C03;;;Editions du Seuil;;
IMEC;J. Catesson;;;;Inconnu;Inconnu;1;1952;;;;;;;DVG2.C02;;;;;
IMEC;J. Cazeneuve;;;Sociologue;Sociologue;Sociologie - anthropologie;4;1969;1970;;;;;;DVG2.C02;;en-tête : Faculté des Lettres et Sciences Humaines, Sorbonne;Faculté des Lettres et Sciences Humaines, Sorbonne;;
IMEC;J. Galard;;;;Inconnu;Inconnu;1;19…;;;;;;;DVG2.C03;;‘‘Archives, Le Scarabée International’‘;;Scarabée International;
IMEC;J. H. ;;;;Inconnu;Inconnu;2;1943;;;;;;;DVG2.C04;;;;;
IMEC;J. Hamard (probable Jean Hamard, universitaire Littérature anglaise et théâtre) ;;;;Professeur de littérature;Littérature;6;1943;1993;;;;;;DVG2.C04;;"Lettres de 1943 dans une chemise ""Les amis des mauvais jours""";;;
IMEC;J. J. (?);;;;Inconnu;Inconnu;1;19…;;;;;;;DVG2.C04;;;;;
IMEC;J. Lafond (?);Jean Lafond (1888-1975);;Historien de l'art spécialiste du vitrail et de la verrerie;Theoricien de l'art;Théoricien de l'art/théâtre/littérature/architecture;1;1958;;;;;;;DVG2.C05;;;;;
IMEC;J. M. Domenach;;;Ecrivain, journaliste, résistant;Journaliste-écrivain;Journalisme;1;1958;;;;;;;DVG2.C02;;;Esprit;Esprit;
IMEC;J. Marcel;;;;Inconnu;Inconnu;2;19…;;;;;;;DVG2.C05;;;;;
IMEC;J. Meyerson;;;Psychologue et professeur à  l'EPHE;Psychologue;Médecine;5;1954;1978;;;;;;DVG2.C05;;;École Pratique des Hautes Études;;
IMEC;J. P. Muyard;;;Psychanaliste;Psychiatre;Médecine;1;1969;;;;;;;DVG2.C05;;;;;
IMEC;J. Padrioleau;;;A l'époque étudiant. Chercheur en sociologie et économie des médias;Sociologue;Sociologie - anthropologie;1;1967;;;;;;;DVG2.C06;;;;;
IMEC;J. R. Benelte (?);;;;Inconnu;Inconnu;1;1996;;;;;;;DVG2.C01;;;;;
IMEC;J. Rayet (?);;;;Inconnu;Inconnu;1;1951;;;;;;;DVG2.C06;;;Université de Paris, Faculté des Lettres, Institut d'Etudes anciennes;;
IMEC;J.A. Carerac (?);;;;Inconnu;Inconnu;1;1990;;;;;;;DVG2.C02;;;;;
IMEC;J.C. Eliah (?);;;;Inconnu;Inconnu;1;19…;;;;;;;DVG2.C03;;;;;
IMEC;J.-C. Vuillemin;;;Historien et chercheur en littérature européenne, franco-américain;Historien;Histoire;2;1995;1997;;;;;;DVG2.C07;;;PennState;;
Archives municipales de La Rochelle;J.J. Fol;;;Président de l'Université Paris VII;Administratif universitaire;Administration  - gestion;1;1985;;;Annonce de la volonté de Jean Duvignaud de quitter le poste de Directeur de l'UER;;;;10Z 65 (4);;;;;Université Paris 7, 26 Rue de Paradis, 75010 Paris
IMEC;J.M. Bugat;;;;Inconnu;Inconnu;1;1957;;;;;;;DVG2.C01;;;;;
IMEC;J.-P. Hugoz-Perroncel;;;Journaliste et essayiste spécialiste du monde arabo-musulman;Journaliste;Journalisme;2;1970;1974;;;;;;DVG2.C06;;;Le Monde;;
IMEC;J.P. Philippe;;;Maire de Villefontaine ;Politicien-ne;Politique;1;1994;;;;;;;DVG2.C06;;;Villefontaine;;
IMEC;J.-P. V. (?);;;;Inconnu;Inconnu;1;19.;;;;;;;DVG2.C07;;;;;
IMEC;J.-P. Vernant (?);;;Jean-Pierre Vernant, historien et anthropologue spécialiste de la Grèce antique;Historien;Histoire;2;1975;1976;;;;;;DVG2.C07;;;;;
IMEC;Ja. Sae. (?);;;;Inconnu;Inconnu;1;1967;;;;;;;DVG2.C07;;;;;
IMEC;Jack Lang;;;Homme politique Français, Ministre de la Culture de 1981 à 1986, puis de 1988 à 1992.;Politicien-ne;Politique;12;1980;1997;;;;;;DVG2.C05;;Voir aussi en Archives Professionnelles (DVG2.F01-15);;;
Archives municipales de La Rochelle;Jack Lang;;;Conseiller de Paris et Ministre de la Culture;Politicien-ne;Politique;3;1986;1991;;Demande de rédaction par Jean Duvignaud de son discours pour Le Cirque d'Hiver. Réédition de Chebika.;;;;10Z 65 (4);;;;;Paris
IMEC;Jacqueline à Françoise Duvignaud;;;;;Inconnu;1;19…;;;;;;;DVG2.C04;;Dans le dossier Scarabée International;;Scarabée International;
IMEC;Jacqueline Chénieux-Gendron;;;Femme de lettres, professeure de littérature émérite CNRS;Professeur de littérature;Littérature;2;1982;;;;;;;DVG2.C02;;en-tête : Champs d'Activités Surréalistes - CNRS;Champs d'Activités Surréalistes - CNRS;;
IMEC;Jacqueline Williams;;;;Inconnu;Inconnu;1;19.;;;;;;;DVG2.C07;;;;;
IMEC;Jacques;;;;Inconnu;Inconnu;1;;;;Résistance ?;;;;;;;;;
IMEC;Jacques;;;;Inconnu;Inconnu;1;19…;;;;;;;DVG2.C04;;"""Les amis des mauvais jours""";;;
Archives municipales de La Rochelle;Jacques (?);;;Animateur à la RTSR;Femme/Homme de radio;Littérature;1;199…;;;Une lettre envoyée par Jean Duvignaud, destinée à être lue à la radio;;;;10Z 1 (3);;;;;
IMEC;Jacques (probable Jacques Gaucheron);;;poète;Poete;Philosophie;16;19…;;;Lettres d'amitié, très littéraires;;;Littérature;DVG2.C04;;"""Les amis des mauvais jours""";;;
IMEC;Jacques Atlan;;;Philosophe, essayiste et homme politique (PCF);Philosophe;Philosophie;1;1974;;;;;;;DVG2.C01;;;;;
IMEC;Jacques Bernasi;;;;Inconnu;Inconnu;1;19…;;;;;;;DVG2.C01;;;;;
IMEC;Jacques Berque;Jacques Berque;;;Ethnologue/Anthropologue;Sociologie - anthropologie;36;1947;1994;;;;;Université;DVG2.C01;;"PJ : 2 lettres de Giulia Berque 1995 ; Faire-part du mariage de Giulia et Jacques Berque 1980 ; Compte-rendu de réunion de l'Association des amis de Jacques Berque 1995
Voir aussi en Manuscrits (DVG2.A08-23 et DVG2.A09-08)";;;
Archives municipales de La Rochelle;Jacques Berque;;;Ethnologue/Anthropologue;Ethnologue/Anthropologue;Sociologie - anthropologie;2;1981;1991;;Livre inconnu de Jean Duvignaud, la Tunisie, réédition de Chebika et Retour à Chebika;;;;10Z 1 (3);;;Collège de France;;Collège de France, 11 Pl. Marcelin Berthelot, 75231 Paris
IMEC;Jacques Bonacossa;;;A l'époque de la correspondance, Secrétaire général du Conseil économique et social;Politicien-ne;Politique;1;1991;;;;;;;DVG2.C01;;"PJ : ‘‘Section du Travail’‘ ; Papier à en-tête : Conseil Économique et Social";Conseil Économique et Social;;
IMEC;Jacques Borel;;;Ecrivain, poète, traducteur;Ecrivain(e);Littérature;6;1972;1982;;;;;;DVG2.C01;;Les lettres de 82 : dans le dossier Scarabée (classeur bordeau intitulé ‘‘Scarabée International, Archives’‘);;‘‘Scarabée International, Archives’‘;
IMEC;Jacques Bourdon;;;;Inconnu;Inconnu;1;1977;;;;;;;DVG2.C01;;;;;
Domicile;Jacques Chirac;;;Président de la République;Politicien-ne;Politique;1;1996;;;"Remerciements pour l'envoi du dernier numéro de ""L'Internationale de l'imaginaire""";"""La Scène et la Terre"", Internationale de L'imaginaire, Maison des cultures du monde, 1996";;;;;;;;
IMEC;Jacques Darras;;;Poète, essayiste et traducteur;Femme/Homme de lettres;Littérature;1;1977;;;;;;;DVG2.C02;;;;;
IMEC;Jacques David;;;;Inconnu;Inconnu;1;19…;;;;;;;DVG2.C02;;;;;
IMEC;Jacques Gabillon;;;Ecrivain;Ecrivain(e);Littérature;1;1983;;;;;;;DVG2.C03;;‘‘Archives, Le Scarabée International’‘;;Scarabée International;
IMEC;Jacques Lafitte;;;En 1953, il lance le Who's who in France;Editeur/Editrice;Edition;1;1958;;;;;;;DVG2.C05;;;Who's who in France;;
IMEC;Jacques Lederer;;;Ecrivain;Ecrivain(e);Littérature;1;1995;;;;;;;DVG2.C05;;Voir aussi d'autres lettres en Archives Professionnelles (DVG2.F06-09);;;
IMEC;Jacques Lemarchand (?);;;Ecrivain, directeur de collection chez Gallimard et critique dramatique;Editeur/Editrice;Edition;5;1945;1964;;;;;;DVG2.C05;;;NRF;;
Archives municipales de La Rochelle;Jacques Maquet;;;Anthropologue belge, africaniste.;Anthropologue;Sociologie - anthropologie;1;1968;;;Chebika;;;;10Z 1 (3);;;;;
IMEC;Jacques Meunier;;;Ethnologue, poète, écrivain et grand voyageur;Ethnologue/Anthropologue;Sociologie - anthropologie;1;197…;;;;;;;DVG2.C05;;PJ : Compte-rendu du livre ‘‘Fêtes et Civilisations’‘, par Meunier (revue Psychologie, novembre 1973);;;
